Country Name,Country Code,Indicator Name,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Democratic Republic of the Congo,COD,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17289,17289,17289,17289,18265,18265,18265,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,6771,6771,6771,6771,6771,6771,6771,6771,6771,6771,6771,6771,6771,6771,6771,6771,6771,6771,6771,NA,NA,NA,NA,NA,NA,13593,13593,19285,19285,19285,19285,19285,19285,19285,19285,19285,19285,19285,19285,19285,19285
Egypt,EGY,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7175,7175,7175,7175,7175,7175,7175,6759,6759,6759,6759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,300,300,7175,7175,2801,2801,2801,2801,2801,2801,6967,6967,6967,6967,6967,6967,6967,9565,9565,9565,9565,9565,9565,9565,9565,9565,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,12089,12089,12223,12223,12223,12223,3909,16256,NA,20527,20527,20527,20527,20527
Gambia,GMB,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37001,37001,37001,37001,37001,37001,37001,37001,37001,37001,37001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43465,43465,43465,43465,43465,43465,43465,43465,43465,43465,43465,43465,43465,43465,43465,43465,43465,43465,43465,43465,43465,43465,43465
Iran (Islamic Republic of),IRN,Constitution Length (words),NA,NA,NA,NA,NA,NA,3243,6975,6975,6975,6975,6975,6975,6975,6975,6975,6975,6975,6975,6975,6975,6975,6975,6975,6975,6970,6970,6970,6970,6970,6970,6970,6970,6970,6970,6970,6970,6970,6970,6970,6970,6970,6970,6970,6970,6970,6970,6970,6970,7403,7403,7403,7403,7403,7403,7403,7403,7717,7717,7717,7717,7717,7717,7717,7717,7717,7717,7717,7717,7717,7717,7717,7717,7717,7717,7717,7717,7717,7717,14121,14121,14121,14121,14121,14121,14121,14121,14121,14121,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179
Lao People's Democratic Republic,LAO,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585,NA,2585,NA,NA,2585,NA,NA,NA,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820,4820
Macedonia (the former Yugoslav Republic of),MKD,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9361,9297,9297,9297,9297,9297,9297,9231,9231,9231,11223,11223,11335,11335,13442,13442,13442,13442,13486,13486,13486,13486,13486,13486,13486,13486,13486,13486
Micronesia (Federated States of),FSM,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271,5271
Korea (Democratic People's Republic of),PRK,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4414,4414,4414,4414,4414,4414,4414,4414,4414,4414,4414,4414,4414,4414,4414,4414,4414,4414,4414,4414,4414,4414,4414,4414,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,8015,8015,8015,8015,8015,8015,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364
Russian Federation,RUS,Constitution Length (words),NA,NA,NA,NA,NA,6439,6439,6439,6439,6439,6439,6439,6439,6439,6439,6439,6439,6439,5132,5132,5132,5132,5132,5132,4482,4482,4482,4482,4482,4482,4482,4482,4482,4482,4482,4482,6483,6483,6483,6483,6483,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,13665,13665,13665,13665,13665,13665,13665,13665,13665,13665,13665,13665,13665,13665,13665,13665,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908
Saint Kitts and Nevis,KNA,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643,49643
Saint Lucia,LCA,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271,38271
Saint Vincent and the Grenadines,VCT,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817,34817
Korea (Republic of),KOR,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059
Eswatini,SWZ,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37159,37159,37159,37159,37159,37159,37159,37159,37159,37159,37159,37159,37159,37159,37159,21354,21354,21354,21354,21354,21354,21354,21354,21354,21354,21354,21354,21354,21354,21354,21354,21354,21354,21354,21354,21354,21354,48604,48604,48604,48604,48604,48604,48604,48604,48604,48604,48604,48604,48604,48604
Syrian Arab Republic,SYR,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4907,NA,NA,NA,NA,4538,NA,10202,NA,NA,11859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2803,2803,NA,NA,NA,NA,NA,NA,NA,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,7493,8189,8189,8189,8189,8189,8189,8189
"""Taiwan, Province of China""",TWN,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896,7896
Timor-Leste,TLS,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15307,15307,15307,15307,15307,15307,15307,15307,15307,15307,15307,15307,15307,15307,15307,15307,15307
Holy See,VAT,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venezuela (Bolivarian Republic of),VEN,Constitution Length (words),11258,12193,12193,12193,10478,10478,10478,10478,10478,NA,NA,NA,NA,NA,11043,11043,11043,11043,11043,11043,11043,11043,10651,10651,10651,12365,12365,12365,13029,7300,7300,12393,12393,12393,12393,12393,14570,14570,14570,14570,14570,14570,14570,14570,14570,14082,14082,23144,NA,NA,NA,NA,NA,10294,10294,10294,10294,10294,NA,NA,NA,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,19879,37344,37344,37344,37344,37344,37344,37344,37344,37344,37344,37344,37344,37344,37344,37344,37344,37344,37344,37344,37344
Yemen,YEM,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
